start,goal,distance_km,dijkstra_nodes,astar_nodes,reduction_pct,dijkstra_time_ms,astar_time_ms,grid_angle_deg,costs_match
588546882,42436489,9.248485765001217,2422,1075,55.615194054500414,2.3464999976567924,2.2380000009434298,5.166580301112788,True
42443426,1773076778,10.410263344426989,3888,1365,64.89197530864197,3.6872000055154786,2.8957999966223724,12.035101667394173,True
42440916,42430004,1.3233627209302532,255,38,85.09803921568627,0.2811999947880395,0.11300000187475234,35.31781930562852,True
596800103,11027912161,10.400698833037499,3804,1384,63.61724500525763,4.721400000562426,2.9534000059356913,19.807731183711468,True
42430903,42439922,12.512175238104986,3821,1584,58.544883538340756,3.610500003560446,3.7563000005320646,8.68490699384364,True
42435684,406006393,3.4462386835833323,1185,308,74.00843881856541,2.348100002564024,1.0565999982645735,21.058767164306346,True
3270031031,3099326126,9.946015705787048,3847,962,74.99350142968547,5.284999999275897,2.722899997024797,8.165817497010721,True
42438257,371188756,9.956177275175603,2664,1671,37.27477477477478,3.7614999964716844,5.064000004495028,20.14187753366457,True
42429083,42435633,13.293980275422468,2954,1119,62.119160460392685,3.6376000061864033,2.6232000018353574,4.87469623794172,True
42458313,42421803,8.561497990077415,2806,1495,46.721311475409834,3.0918999982532114,3.8721000018995255,14.715515277311852,True
246649427,42442722,15.138796147804692,4134,198,95.21044992743106,6.170100001327228,0.6378000034601428,0.33976534736808617,True
1544782730,42444097,4.18788957038072,279,207,25.806451612903224,0.2930000046035275,0.4236000022501685,14.609542027275609,True
589099734,12161224646,3.935941044309702,1413,261,81.52866242038218,1.3876000011805445,0.5439000015030615,13.954399374489014,True
3533937800,42434989,9.245584335094193,4094,452,88.95945285784074,3.7365000025602058,0.9874000024865381,2.3074382338111263,True
42436746,42445378,0.8604586394963591,107,18,83.17757009345794,0.09599999611964449,0.04310000076657161,40.61363917474205,True
42438772,42429072,6.669750724862405,2236,399,82.15563506261181,1.9806999989668839,1.4062999980524182,25.73934814376736,True
8840333846,42429244,19.88601566880413,4527,1189,73.73536558427215,4.758199997013435,2.7738999997382052,4.606047676391142,True
42446455,42429002,9.223050270804249,4088,658,83.9041095890411,5.113699997309595,2.198100002715364,13.288417365499868,True
4347534768,7132405547,6.39258632143449,2907,336,88.44169246646027,4.797099994902965,1.2276999987079762,6.206347342691146,True
42435316,42428989,6.824557089352961,2799,213,92.39013933547695,3.2315999997081235,0.5899999960092828,8.094278132624993,True
4597668038,42430249,1.3138703584214262,228,44,80.70175438596492,0.22869999520480633,0.10550000297371298,42.30517770385882,True
42436575,42429693,4.349479536067983,2100,313,85.09523809523809,2.522200004023034,0.709100000676699,10.410880618910824,True
42429680,42439868,5.623818254990114,2331,370,84.12698412698413,2.7241999996476807,0.8814999964670278,7.23215390548728,True
371337269,42432659,4.313118858127368,744,155,79.16666666666666,0.8378000056836754,0.35290000232635066,22.273071449381746,True
42440527,42428268,3.676971209422069,1567,244,84.42884492661136,1.6787999993539415,0.504999996337574,6.554721590640781,True
42430295,587934079,11.355692530612615,4061,891,78.05959123368629,3.8695999974152073,1.9753000015043654,9.69591213150727,True
13768867450,6166413694,12.55415086479446,2965,1464,50.6239460370995,2.658299999893643,4.1625000012572855,11.07104198147988,True
42446721,42442559,2.534459766621915,748,168,77.54010695187165,1.0513000015635043,0.4278999986127019,24.772650443360362,True
42437605,42446478,6.833818134133074,2372,376,84.14839797639124,2.875300000596326,1.1370000065653585,2.324612805729487,True
42440015,42442733,10.736858600840636,4210,266,93.68171021377673,4.656700002669822,0.6964999993215315,4.740380664531358,True
277482105,42433151,7.940407492941976,2120,179,91.55660377358491,1.9443000055616722,0.3887999992002733,35.983846326063656,True
42445578,1692433920,19.095629428122045,3612,1862,48.44961240310077,3.722300003573764,4.977199998393189,5.556636710368679,True
42446701,42429833,4.402838693357883,2025,321,84.14814814814815,1.9874999998137355,0.7008999964455143,2.043870181336274,True
42423564,1692433942,5.133442665007442,1931,498,74.21025375453134,2.1590999967884272,1.9699999975273386,14.786838294293602,True
13238997597,42431200,7.577048735089056,2056,562,72.66536964980546,4.323900000599679,2.391800000623334,14.336947886213807,True
42429876,7738506172,10.565832013211425,3811,1734,54.50013119916033,6.800499999371823,4.954500000167172,15.031607511404786,True
42438236,4557517552,10.07220773411961,3237,568,82.45288847698487,4.495900000620168,1.9907999958377331,5.061151963235034,True
42442722,42433256,6.411679871117915,1546,523,66.17076326002586,1.837399999203626,1.3216999941505492,3.8558682208578716,True
